,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
45120,Bhavani Sri,0,No,3.0outof5,Chicken Biryani,600
45121,Burger Bite House,0,No,3.1outof5,,500
45122,Tiffinwala,0,No,NEW,,500
45123,Waffle In The Box,0,No,,,300
45124,Panda Foods,0,No,3.5outof5,,300
45125,Raj Rasoi,0,No,3.5outof5,,250
45126,Swaad,0,No,3.2outof5,,200
45127,The Kitchen Chef,0,No,3.0outof5,,500
45128,Umami & Beyond,0,No,3.7outof5,,400
45129,Cake Dilim,0,No,,,500
45130,Food Town,0,No,3.2outof5,,200
45131,Wangs Kitchen,0,No,2.5outof5,"Wonton, American Chopsuey",700
45132,Copper Chimney,0,Yes,4.2outof5,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi","1,200"
45133,S.W.A.T Food Truck,0,No,3.7outof5,"Burgers, Nachos, Fries, Peri Peri Prawn, Fish, Virgin Mojito, Chips",450
45134,Juicy,0,No,3.8outof5,"Sandwiches, Chicken Sandwich, Faluda, Egg Sandwich, Salads, Fruit Salad",200
45135,Shake It Off,0,No,4.2outof5,"Momos, Thick Shakes, Peri Peri Fries, Burgers, Hot Chocolate, Sandwich, Virgin Mojito",600
45136,Mad Over Biryani,0,No,3.5outof5,,600
45137,Ciclo Cafe,0,No,4.3outof5,"Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers","1,000"
45138,The Chef's Cake & Bakes,0,No,,,450
45139,Chai Darbaar,0,No,3.1outof5,,300
45140,Ice Cream Works,0,No,3.9outof5,"Faluda, Calcutta Paan, Chocolate Icecreams",300
45141,Baskin Robbins,0,No,3.7outof5,,250
45142,Premium Bombay Kulfi,0,No,3.5outof5,,100
45143,Kaayal,0,No,3.2outof5,"Appam, Fish Curry, Buttermilk, Chicken Stew, Kadala Curry, Kerala Parotta, Roast Beef",500
45144,Popat,0,No,3.2outof5,,300
45145,Paratha Xpress,0,No,3.5outof5,,200
45146,Curries And Pickles,0,No,2.9outof5,,350
45147,Kisna Cafe,0,No,3.6outof5,,300
45148,Kartik's Mithai Shoppe,0,No,4.1outof5,"Chaat, Panipuri, Chole Bhature, Rasmalai, Chhole Bhature, Sev Puri, Samosa",150
45149,Budget Food,0,Yes,3.5outof5,,700
45150,Sri Udupi,0,No,,,400
45151,Bean Flickers,0,No,4.3outof5,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich",700
45152,Boozers Bar & Kitchen,0,No,4.3outof5,"Beer, Cocktails, Chicken Burger, Pasta, Tandoori Chicken, Chicken Manchurian, Pizza",
45153,Spicy Corner,0,No,3.9outof5,"Noodles, Paneer Manchurian, Chaat, Paratha, Paneer Fried Rice, Babycorn Manchurian",250
45154,Ice & Cream Creamery,0,No,NEW,,200
45155,Kettle & Kegs,0,No,,,200
45156,Swad Punjabi Dhaba,0,No,3.6outof5,,300
45157,Sree Ganesh Juice Center,0,No,,,100
45158,Spices,0,No,3.2outof5,,450
45159,Kolkatta Famous Chat,0,No,3.7outof5,,100
45160,Sidewalk Cafe & Bar - The Paul Bangalore,0,Yes,4.2outof5,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam","1,500"
45161,Cafe Braqa,0,Yes,4.1outof5,"Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks",700
45162,Johny's Kitchen,0,No,4.1outof5,"Chole, Veg Thali",300
45163,Cake Dilim,0,No,3.3outof5,,400
45164,Infinitea Tea Room & Tea Store,0,Yes,4.3outof5,"Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea","1,000"
45165,Meat and eat,0,No,3.2outof5,,500
45166,North Indian Tadka,0,No,3.0outof5,,200
45167,Chantilly,0,No,4.1outof5,"Sandwiches, Cheesecake, Tiramisu, Blueberry Cake, Hot Chocolate, Red Velvet Cake, Brownie",450
45168,Ideal Kitchen,0,No,3.5outof5,,250
45169,Green G Juice Bar,0,No,3.5outof5,,200
45170,Wow Vada Pav,0,No,3.6outof5,,250
45171,Ooty Chocolates,0,No,3.9outof5,,300
45172,Kanteen 038,0,No,3.9outof5,"Chai, Maggi, English Breakfast",200
45173,Cafe Soy,0,No,3.8outof5,,250
45174,Galli Belly,0,No,3.4outof5,,200
45175,Sri Krishna Sweets,0,No,3.7outof5,,250
45176,Delhi Delight Food Cafe,0,No,3.1outof5,,200
45177,Donne Biriyani Mane,0,No,3.8outof5,,400
45178,Shake The Shake,0,No,,,200
45179,Brea,0,No,3.4outof5,,300
45180,Wats Ur Scoop?,0,No,4.0outof5,,300
45181,Sri Ganesha Fruit Juice Centre,0,No,3.2outof5,,100
45182,US Pizza,0,No,2.4outof5,Pizza,500
45183,Pait Full,0,No,3.8outof5,"Chicken Butter Masala, Donne Biryani",750
45184,Cafe Terra,0,No,4.2outof5,"English Breakfast, Waffles, Pasta, Chicken Lasagne, Thukpa, Momos, Watermelon Juice",500
45185,Desi Bytes,0,No,3.1outof5,"Biryani, Murgh Lababdar, Thali",450
45186,Drunken Monkey,0,No,3.9outof5,"Sandwiches, Thick Shakes, Nutella Shake, Sandwich, Coffee, Choco Almond",500
45187,Sai Donne Biryani,0,No,3.3outof5,,300
45188,Dashabhuja Kitchen & Catering,0,No,3.0outof5,,400
45189,20 Char - Sterlings MAC Hotel,0,Yes,4.0outof5,"Rasmalai, Pizza, Fish, Gulab Jamun, Mutton Curry, Salads, Virgin Mojito","1,400"
45190,Swagath Authentic Nati Style,0,No,,,350
45191,Goli Vada Pav No. 1,0,No,3.5outof5,,200
45192,Zaica Dine & Wine,0,Yes,4.0outof5,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani","1,200"
45193,Raja Bhojaun,0,No,3.4outof5,,250
45194,Kadamba Foodline,0,No,3.7outof5,,400
45195,Big Mummy,0,No,4.0outof5,"Burgers, Raita, Fries, Chicken Noodle, Bbq Burger, Poha, Sandwiches",400
45196,Rajan's Cafe,0,No,2.8outof5,"Coffee, Vegetable Biryani, Masala Chai, Roti",300
45197,Status,0,No,3.6outof5,"Filter Coffee, Crab Soup, Fish, Fried Rice",550
45198,Meaza Ginger Multi Cuisine Restaurant,0,No,3.7outof5,"Biryani, Chicken Curry, Kerala Parotta, Appam, Chicken Grill",500
45199,Chellappa's,0,No,3.2outof5,"Tandoori Chicken, Chicken Biryani",500
45200,Ice Creamist,0,No,3.2outof5,,300
45201,Guns N Roses,0,No,3.6outof5,,300
45202,Fire And Ice,0,No,3.7outof5,,300
45203,DVG Benne Dosa,0,No,4.1outof5,,150
45204,Chetty's Coffee,0,No,3.9outof5,"Vada, Kesari Bath, Filter Coffee",150
45205,Nizam's Biryani House,0,No,NEW,,700
45206,The Table,0,No,3.8outof5,,400
45207,Kevins Kitchen,0,No,3.8outof5,"Egg Noodles, Biryani",400
45208,House of Torte,0,No,3.8outof5,"Cheesecake, Chocolate Truffle",450
45209,A3 Nuwang Kitchen,0,No,3.7outof5,,300
45210,Suchithra Biryani House,0,No,3.7outof5,"Hyderabadi Biryani, Chicken Biryani, Prawn Biryani, Mutton Biryani, Ghee Roast Biryani, Chicken Guntur",450
45211,Hotel Salala,0,No,3.8outof5,Biryani,400
45212,Kulfi Point,0,No,3.4outof5,,
45213,iSpice Resto Cafe,0,No,3.7outof5,,500
45214,Saka Eatery Outlet,0,No,3.7outof5,,150
45215,CakeBerries,0,No,3.7outof5,,200
45216,Troll,0,No,3.8outof5,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie",300
45217,New Leaf Restaurant,0,Yes,3.7outof5,Hot Pot,"1,200"
45218,Goodness! Beverages,0,No,,,250
45219,Chefie,0,No,3.8outof5,,200
45220,The Kitchen Bandit,0,No,3.2outof5,,350
45221,Viceroy's Sarathi,0,No,3.8outof5,"Sea Food, Neer Dosa, Murgh Ghee Roast, Fish, Chicken Sukha, Beer, Butter Chicken",750
45222,Chef Fast Food,0,No,3.2outof5,,300
45223,New Tandoor Fusion,0,No,3.1outof5,,350
45224,Chaai Resto,0,No,NEW,,200
45225,Book My Cakes,0,No,3.3outof5,,300
45226,Punjab Bistro,0,No,3.7outof5,,300
45227,Amar Kolkata,0,No,3.2outof5,,300
45228,The Brekkie Shop,0,No,3.8outof5,"Sandwiches, Pasta, Poha, Fruit Parfait",300
45229,Venad Kitchen,0,No,3.8outof5,"Appam, Vegetable Stew, Chicken Fry, Pothichoru, Fish Curry, Chicken Curry",300
45230,Lazy Suzy,0,Yes,4.3outof5,"Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","1,000"
45231,Little Orissa Restaurant,0,No,3.9outof5,"Rasgulla, Mutton Kosha, Fish, Chicken Curry, Egg Tadka, Prawn Curry, Dahi Baigan",450
45232,VRS Food Zone,0,No,3.3outof5,,100
45233,Breakstation,0,No,NEW,,200
45234,Bangalore Durbar Fast Food,0,No,3.6outof5,,600
45235,Ramji Chaiwale,0,No,3.9outof5,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai",250
45236,Waah Chef,0,No,3.3outof5,,300
45237,Nature's Restaurant,0,No,3.3outof5,,300
45238,Chatora Singh,0,No,3.9outof5,"Chaat, Panipuri, Rajma Chawal, Dahi Bhalle, Dhokla, Thepla",200
45239,Chung Shan Chinese Restaurant,0,No,3.7outof5,,500
45240,Paratha Plaza,0,No,3.7outof5,"Paratha, Panneer Butter Masala, Dal Tadka, Shahi Paneer, Sweet Lassi, Dal Makhani, Biryani",300
45241,ABC Grand,0,No,3.5outof5,Biryani,
45242,Bun Maska Chai,0,No,3.9outof5,"Poha, Bun Maskas, Ginger Chai, Sabudana Khichdi, Vada Pav, Paneer Akuri, Tea",250
45243,Sweet Chariot,0,No,3.5outof5,,500
45244,Tea Journey,0,No,3.8outof5,"Ginger Tea, Chai, Pasta, Maggi, Vada Pav, Pizza, Sandwich",
45245,Fresh Bowl,0,No,3.3outof5,,400
45246,Shankar's Kitchen,0,No,,,120
45247,Mummy's Kitchen,0,No,3.7outof5,,300
45248,Hotel Hyperdine,0,No,2.5outof5,,350
45249,Bhagini Icon Boutique Hotel,0,No,3.1outof5,,600
45250,Hungry Walker,0,No,4.0outof5,"Pasta, Coffee",400
45251,Loyal Food,0,No,3.2outof5,,500
45252,Oyster Bay,0,No,3.2outof5,,550
45253,Ginseng - Royal Orchid Hotel,0,Yes,3.9outof5,"Fish Chilli, Tea, Lamb, Thai Wok Chicken","1,900"
45254,Tuffreys,0,No,3.6outof5,,250
45255,Eddy's Cafe,0,No,4.1outof5,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",750
45256,New Royal Paris Restaurant,0,No,3.4outof5,,300
45257,McLeans Italian Pizzeria,0,No,3.4outof5,,500
45258,Java,0,No,3.7outof5,,700
45259,Simhapuri Mess,0,No,3.8outof5,,300
45260,DilliBite,0,No,3.5outof5,,600
45261,Friends Night Kitchen,0,No,3.8outof5,"Pizza, Burgers, Cheese Burger, Garlic Bread",400
45262,Kumbakonam Degree Coffee,0,No,3.8outof5,"Filter Coffee, Mini Idlis",200
45263,Nukkad Point,0,No,,,150
45264,Momo Corner,0,No,3.8outof5,,150
45265,Nandini Andhra Style Mess,0,No,3.4outof5,,350
45266,Palki Restaurant,0,No,2.8outof5,"Murgh Ghee Roast, Biryani, Dal Fry",500
45267,Me And My Cake,0,No,,,500
45268,GulpnBurp,0,No,,,400
45269,Raaga,0,Yes,3.8outof5,"Panner Tikka, Chicken Biryani, Thali, Gajar Ka Halwa, Lunch Buffet, Raita, Tandoori Aloo","1,200"
45270,Suvaai Restaurant,0,No,3.3outof5,,100
45271,Shree Durga,0,No,3.2outof5,,500
45272,Muttonwah!,0,No,,,500
45273,@North Parontha Hut,0,No,,,300
45274,24 Hours Cake Delivery,0,No,3.3outof5,,700
45275,Nandanavanam,0,No,3.3outof5,,300
45276,Hotel Raravees,0,No,NEW,,400
45277,Juicemaker,0,No,3.4outof5,,400
45278,Samosa Party,0,No,4.1outof5,"Ginger Tea, Cheesy Samosa, Ginger Chai, Masala Tea, Indori Poha, Chocolate Samosa, Chicken Samosa",150
45279,BabaYaga's,0,Yes,4.0outof5,"Masala Fries, Cocktails, Chicken Wings, Beer, Onion Rings, Pizza, Nachos","1,500"
45280,Ghar Ka Bhojan,0,No,3.3outof5,,200
45281,L'inoui - The Leela Palace,0,No,3.5outof5,,400
45282,MR Mess,0,No,,,300
45283,Dollars Park Residency,0,No,,,300
45284,Hello Resto-Pub,0,Yes,4.1outof5,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",900
45285,Bismillah Ambur Biryani,0,No,,,150
45286,Your's Kitchen,0,No,,,200
45287,Mac Fast Food,0,No,2.7outof5,Burgers,400
45288,Bake a Smile,0,No,3.4outof5,,400
45289,Shawn's Bakehouse,0,No,,,100
45290,SLV Andhra Mess,0,No,3.5outof5,,200
45291,NH8,0,Yes,4.1outof5,"Rajasthani Thali, Panneer Butter Masala, Shrikhand, Papdi Chaat, Rasgulla, Jal-jeera, Lunch Thali",800
45292,Chungs Pavilion,0,No,3.9outof5,"Noodles, Drunken Chicken Wings, Sweet Corn Soup, Spring Roll",700
45293,Venus Bake Point,0,No,3.5outof5,,500
45294,Good Meals,0,No,,,250
45295,House Of Seitan,0,No,4.0outof5,"Burgers, Sandwich, Sandwiches, Salads",700
45296,Raenss Cafe,0,No,2.4outof5,"Burgers, Hot Dog, Coffee, Noodles, Hot Chocolate, Sandwich, Double Choco Mocha",600
45297,Momscurry,0,No,2.7outof5,,300
45298,FTB Restaurant,0,No,3.6outof5,,500
45299,The Teal Door Cafe,0,No,4.2outof5,"Mocktails, Sandwiches, Mushroom Soup, Crepe, Nachos, Idli Platter, Appam",800
45300,Grow Fit,0,No,3.9outof5,,500
45301,Cane Crussh,0,No,,,100
45302,Jiyan Swadista,0,No,3.4outof5,,300
45303,Homemade Food,0,No,3.8outof5,,200
45304,The Humming Tree,0,No,4.0outof5,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay","2,000"
45305,Ambur Biriyani,0,No,3.2outof5,,200
45306,Dine @ 9 Paratha Corner,0,No,3.6outof5,,300
45307,Paisa Vasool,0,No,3.3outof5,,400
45308,Woodstok,0,No,4.1outof5,"Buffalo Chicken Wings, Chips, Peri Peri Prawn, Cocktails, Mocktails, Pizza, Mushroom Soup",
45309,Cup Shup,0,No,2.8outof5,"Sandwiches, Coffee, Burgers, Chicken Wrap, Rolls, Ginger Tea, Chicken Sandwich",500
45310,Achayyan's,0,No,3.8outof5,"Beef Fry, Kerala Parotta, Fish, Roast Beef, Appam, Crab Toast, Mackerel Fry",350
45311,Kadai Crust - Amma Veetu Samayal,0,No,3.8outof5,"Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry",700
45312,The Ants Cafe & Store,0,Yes,3.9outof5,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino",800
45313,Gundappa Donne Biryani,0,No,2.6outof5,"Donne Biryani, Chilli Chicken, Chicken Guntur, Mutton Biryani, Mutton Thali, Chicken Biryani",300
45314,Namdhari's Salad Bar,0,No,3.9outof5,"Salads, Pasta, Sandwiches, Momos, Hakka Noodles, Veg Salad, Russian Salad",400
45315,The Rolling Pin,0,No,4.1outof5,"Hot Chocolate, Coffee, Cappuccino, Croissant, Cheesecake, Carrot Cake, Sourdough Bread",400
45316,AhimsaAmrit Green Cafe,0,Yes,3.7outof5,,800
45317,Pappu Chaiwalla,0,No,,,300
45318,Rotiyana,0,No,,,400
45319,Chai Cafe,0,No,3.9outof5,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",200
45320,La Madeleine Patisserie,0,No,3.9outof5,"Cup Cake, Cheesecake, Belgian Chocolate Cake, Chocolate Raspberry Cake, Blueberry Cheese Cake",200
45321,Rudra Tiffin Service,0,No,3.3outof5,,250
45322,Steaks and Shakes,0,No,,,300
45323,AULI,0,No,,,500
45324,Jiyo Natural,0,No,3.6outof5,,300
45325,KrumbKraft,0,No,3.5outof5,,300
45326,Melting Spot,0,No,4.0outof5,"Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",600
45327,Neffy's - Cakes & More,0,No,3.5outof5,,300
45328,Yum Tum,0,No,3.4outof5,,250
45329,Fudgy Love Designer Cakes,0,No,3.7outof5,,600
45330,Cafe Velvette,0,No,3.4outof5,,400
45331,Juice Planet Food Corner,0,No,,,150
45332,Sri Lakshmi Darshini Canteen,0,No,,,250
45333,Sweet Mansion,0,No,,,200
45334,The Daily Dabba,0,No,,,250
45335,Bismilla Vaniyambadi Biriyani,0,No,,,200
45336,Cake Inc.,0,No,,,450
45337,Jain 4 Food.com,0,No,,,150
45338,Celeste's Kitchen,0,No,3.3outof5,,400
45339,Henshel,0,No,,,350
45340,Taantraa - Organic Handbaking,0,No,3.7outof5,,350
45341,Cross Roads Cafe,0,No,3.0outof5,"Mojito, Fajitas",500
45342,Desi Tadka Khana,0,No,NEW,,400
45343,Smoodies,0,No,3.7outof5,,300
45344,Cinnamon's Kitchen,0,No,3.7outof5,,300
45345,Mayo N Burger,0,No,3.2outof5,,250
45346,Mukati Kitchen,0,No,3.7outof5,"Cajun Potato, Pasta, Panneer Butter Masala, Sandwich, Kulcha, Raita, Dal Makhani",500
45347,Soup Station,0,No,3.9outof5,,150
45348,Omm Sweets & Snacks,0,No,,,100
45349,Happy Eats,0,No,NEW,,300
45350,The Parotta Master,0,No,2.9outof5,,400
45351,Byblos,0,Yes,4.2outof5,"Pita Bread, Shawarma, Falafel, Baklava, Chicken Kebab, Rice Pudding, Fattoush","1,700"
45352,Cream Factory,0,No,3.9outof5,,400
45353,Picante,0,No,3.6outof5,,400
45354,Raptures Chocolates,0,No,,,250
45355,Lono,0,Yes,4.2outof5,"Cocktails, Pizza, Fish, Gooey Brownie, Chips, Apple Pie, Nachos","1,500"
45356,Loveshack,0,Yes,4.0outof5,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","1,600"
45357,The French Loaf,0,No,3.5outof5,"Cup Cake, Almond Pie, Chicken Delight, Apple Pie, Chicken Quiche",400
45358,Cafe Idly,0,No,2.9outof5,,200
45359,Bottle & Glass,0,Yes,4.0outof5,"Bbq Chicken Pizza, Sangria, Cocktails, Beer, Mai Thai, Chicken Nachos, Burgers","1,400"
45360,Tandoori Taal,0,Yes,4.3outof5,"Veg Pulao, Sarso Da Saag, Murgh Makhani, Makkai Roti, Tandoori Chicken, Dal Makhani, Paya Shorba",900
45361,Knight Riders,0,No,2.4outof5,,"1,000"
45362,Dal Chawal Roti,0,No,3.3outof5,,
45363,TFC - Tony's Food Corner,0,No,3.1outof5,,400
45364,Just Bake,0,No,2.7outof5,,400
45365,Magic Box,0,No,3.3outof5,,300
45366,Bhartiya Jalpan,0,No,4.1outof5,"Chaat, Jalebi, Rasgulla, Panipuri, Dhokla, Kullad Chai, Pav Bhaji",700
45367,Nandhana Palace,0,Yes,4.2outof5,"Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken",800
45368,Sanchez Taqueria & Cantina,0,No,4.3outof5,"Churros, Tacos, Salad, Nachos, Chips, Wet Burrito, Avocado Toast",800
45369,Aaha Andhra,0,No,4.2outof5,"Faluda, Chicken Curry, Keema Biryani, Vegetable Biryani, Chicken Dosa, Guntur Chicken Biryani, Thali",900
45370,Eat Well,0,No,3.5outof5,,400
45371,Forage,0,Yes,4.2outof5,"Panna Cotta, Pasta, Steak, Lamb Chops, Chocolate Tart, Chocolate Mousse, Fish","1,500"
45372,Chaipatty,0,No,3.0outof5,"Tea, Maggi, Omelette, Kullad Chai, Chicken Sausages, Momos, Masala Chai",
45373,Anjappar,0,No,3.8outof5,"Biryani, Mutton Bone Soup, Crab Toast, Uttapam, Fish, Sea Food, Chicken Chettinad",650
45374,Waffle Magic,0,No,4.2outof5,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel",700
45375,Fog City Cafe,0,No,NEW,,500
45376,Bowls & Combos Co.,0,No,NEW,,300
45377,Fai Dang,0,No,3.3outof5,,"1,100"
45378,Talk Over Table,0,No,4.0outof5,"Coffee, Wedges, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Pancakes, Chicken Steak",500
45379,Chefkraft,0,No,3.9outof5,"Salads, Salad, Sushi, Kung Pao Chicken, Bento Box, Nasi Goreng, Baked Yogurt",800
45380,New Punjabi Hotel,0,No,3.7outof5,"Tandoori Chicken, Aloo Paratha, Chicken Curry, Butter Naan, Paneer Bhurji",300
45381,Sri Udupi Food Hub,0,No,NEW,,500
45382,Nandhini Paradise,0,Yes,3.7outof5,"Thali, Andhra Meal, Chicken Biryani, Roti, Andhra Chilli Chicken, Hyderabadi Biryani, Mutton Biryani",600
45383,Santrupthi Khanavalli,0,No,3.4outof5,,200
45384,The ThickShake Factory,0,No,4.0outof5,"Thick Shakes, Pineapple Passion",350
45385,Kasol Cafe,0,No,3.7outof5,,400
45386,D'Cafe,0,No,3.8outof5,,500
45387,Lakeview Milkbar,0,No,2.9outof5,"Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake",600
45388,California Burrito,0,No,4.1outof5,"Rice Bowl, Rice Bowls, California Burrito, Bbq Chicken, Nachos, Salads, Spicy Paneer",400
45389,Madurai Idly Shop,0,No,3.8outof5,"Vada, Coffee, Masala Dosa, Idli, Tea, Podi Dosa, Pongal",200
45390,Anju's Cafe,0,No,3.4outof5,,400
45391,Indish Flavour,0,No,NEW,,450
45392,Tandoori Club,0,No,3.5outof5,,400
45393,Liveat,0,No,3.7outof5,,500
45394,J's Cafe,0,No,3.9outof5,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom",700
45395,Jaishree Pavilion,0,No,3.7outof5,,700
45396,Shree Ganesh Fruit Juice Centre,0,No,,,100
45397,Nami's Global Kitchen,0,No,3.3outof5,,240
45398,Bombay Kulfi,0,No,3.7outof5,,
45399,Calcutta Victoria Chat House,0,No,3.6outof5,"Chaat, Pav Bhaji, Panipuri, Kheer, Jalebi, Tea, Dahipuri",150
45400,Flavors of India,0,No,3.5outof5,,600
45401,Bengaluru House,0,No,3.7outof5,"Biryani, Mutton Fry, Buttermilk",500
45402,Frootality,0,No,4.0outof5,"Sandwiches, Chicken Sandwich, Paneer Sandwich, Fruit Juices, Hot Chocolate, Oreo Shake, Watermelon Juice",400
45403,Sree Vinayaka Puttukada,0,No,,,250
45404,Delicious Treat,0,No,,,200
45405,Fazzito Kitchen,0,No,3.8outof5,"Tandoori Chaap, Rice, Tandoori Chicken, Tandoori Platter",700
45406,Tempteys,0,No,4.1outof5,"Gelato, Thick Shakes, Corn Flakes, Raspberry Shake, Brownie, Oreo Shake",400
45407,Walnut Kitchen,0,No,3.0outof5,,500
45408,Aysha Restaurant,0,No,,,200
45409,SipMeal,0,No,,,300
45410,Desi Bites,0,No,,,200
45411,Kombo King,0,No,,,300
45412,Kings Kitchen,0,No,,,500
45413,Biryani Point,0,No,,,300
45414,Rich Bowl,0,No,NEW,,450
45415,Mounika Andhra Mess,0,No,,,400
45416,Fresh Bowl,0,No,,,400
45417,St. Mary's Cafe,0,No,,,150
45418,Malabar Cafe,0,No,,,350
45419,Sbarro,0,No,3.4outof5,,500
45420,New Shanthi Sagar,0,No,2.8outof5,"Coffee, Vada, Rava Masala Dosa, Faluda, Rice, Idli",450
45421,Bismillah Ambur Biryani,0,No,,,200
45422,Kolkata Hot Roll,0,No,,,300
45423,Belly Doze,0,No,,,600
45424,Desi Bites,0,No,,,400
45425,New Ambur Hot Dum Biryani,0,No,,,200
45426,Biriyani Hub,0,No,,,200
45427,Rasoi,0,No,,,250
45428,Home Cooked,0,No,,,200
45429,Aburrahaman,0,No,,,400
45430,SKY FOG,0,No,3.1outof5,,300
45431,Gravy Train,0,No,,,600
45432,Allahabadi Tadaka,0,No,3.0outof5,Dal Tadka,250
45433,Avanti Indian Barbeque & Grill,0,No,3.4outof5,Garlic Naan,"1,100"
45434,Angel Mutton Leg Soup,0,No,3.5outof5,,200
45435,Daily Bread,0,No,2.7outof5,,
45436,Ice Cubes,0,No,3.0outof5,,
45437,Choco Allure,0,No,3.4outof5,,300
45438,Biryani Club,0,No,2.9outof5,Ambur Biryani,400
45439,Kanti's,0,No,3.1outof5,Thali,300
45440,Bhikaram Chandmal Bhujiawala,0,No,3.7outof5,"Chaat, Pav Bhaji, Panipuri, Samosa, Chole Bhature, Jalebi, Paratha",200
45441,Sri Aadhya,0,No,,,200
45442,Bangalore Grill House,0,No,3.2outof5,,300
45443,99 Eat Out,0,No,,,200
45444,Cafe Oleiva,0,No,3.4outof5,,500
45445,Unique Brew Cafe Resto,0,No,,,200
45446,Biryani Treat,0,No,,,400
45447,Pizza Theatre,0,No,,,400
45448,Srinidhi Hotel,0,No,,,140
45449,Indian Spicy Food,0,No,3.2outof5,,200
45450,Taste Of Nawaab's,0,No,3.6outof5,,600
45451,New Khaayaal's Restaurant,0,No,3.0outof5,"Chicken, Biryani, Rice, Garlic Naan, Roti",500
45452,La Mirch,0,No,3.2outof5,,400
45453,Ambur Hot Dum Biriyani,0,No,3.1outof5,,200
45454,C-harge by Chefkraft,0,No,3.4outof5,,600
45455,Ambur Hot Dum Biriyani & Kabab Center,0,No,,,200
45456,Sapfresh,0,No,,,150
45457,The Tower Of Pizza,0,No,2.8outof5,Coorg Pandi Pizza,500
45458,Desi Spicey,0,No,,,300
45459,Tasty Momos,0,No,,,200
45460,Rahaman's Mess,0,No,,,200
45461,Sri Sai Ganesh Andhra Mess,0,No,,,300
45462,LXG Cafeteria,0,No,,,400
45463,Best Biryani,0,No,,,300
45464,Aahar Cafe,0,No,,,300
45465,Night Panda,0,No,3.5outof5,,500
45466,White Olives,0,No,3.4outof5,"Dal Fry, Ghee Rice",300
45467,Nawabi Kitchen,0,No,,,600
45468,Ciclo Life,0,No,NEW,,400
45469,Cream and Bakes,0,No,3.5outof5,,100
45470,Late Night,0,No,2.8outof5,Tandoori Chicken,500
45471,Oven Fresh,0,No,,,600
45472,Banarasi Tadka,0,No,2.7outof5,,200
45473,Bombay Kulfis,0,No,3.3outof5,,200
45474,Eggzotic,0,No,3.9outof5,"Panneer Butter Masala, Rolls, Chicken Roll, Paneer Roll, Tandoori Chicken, Naan, Egg Bhurji",500
45475,Kerala Vibes,0,No,3.6outof5,Roast Beef,500
45476,Imli Express,0,No,NEW,,150
45477,Shiv Sagar,0,No,NEW,,250
45478,RAAT KI FOOD,0,No,NEW,,300
45479,Bangalore Express,0,No,NEW,,300
45480,CraveBelly Veg & Non veg,0,No,NEW,,150
45481,Al-Hind Sagar Kathi Rolls,0,No,,,150
45482,Shyamali Fast Food Kolkata Style,0,No,,,
45483,Urban Treat,0,No,3.3outof5,,250
45484,Hungry Darjeeling Chinese and Thai,0,No,NEW,,300
45485,Waffle In The Box,0,No,,,300
45486,Crispy Crust Pizza,0,No,3.1outof5,,450
45487,Navab's,0,No,,,600
45488,Breadworks,0,No,2.9outof5,"Sandwich, Coffee, Sandwiches, Brownie, Pizza",500
45489,Peppers,0,No,2.8outof5,,300
45490,Ambur Hot Dum Biryani,0,No,3.1outof5,,300
