name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
Cross Road Cafe,0,No,3.9outof5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",300
Anand Donne Biriyani,0,No,3.6outof5,,200
Seven Star,0,No,3.4outof5,,250
Stop 'N' Joy,0,No,3.8outof5,,150
Sri Yaksha Shiv Sagar,0,No,3.6outof5,,600
Fudge,0,No,3.8outof5,,200
Just Bunny,0,No,3.5outof5,,200
Bakers Town,0,No,3.8outof5,"Freak Shake, Fries, Pasta Alfredo",650
Shree Mahalakshmi Sweets,0,No,3.2outof5,,100
Kaapi Kendra,0,No,3.7outof5,,100
Ivy,0,No,3.8outof5,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken",600
The Airos,0,No,4.1outof5,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls",650
Chai Kraft,0,No,4.1outof5,"Masala Chai, Coffee, Masala Tea, Maggi",100
Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
South Point Pub,0,No,3.4outof5,,800
The Trundle,0,No,3.7outof5,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup",700
The Krishna Grand Xpress,0,No,4.0outof5,"Vada, Masala Dosa, Idli",350
Sri Krishna Darshini,0,No,3.1outof5,,200
Shringar Sweets & Snacks,0,No,3.5outof5,,200
Udupi Grand,0,No,3.8outof5,"Coffee, Masala Dosa, Vegetable Biryani",300
Ganesh Grand,0,No,3.7outof5,,300
Shreyas Upahar & Burger Point,0,No,3.0outof5,,200
Coffee Tindi,0,No,3.8outof5,,200
Little Cafe,0,No,3.7outof5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600
Mumbai Badam Milk & Lassi Center,0,No,3.6outof5,,100
Sri Krishna Sagar,0,No,3.2outof5,,400
Mylari Biryani Family Restaurant,0,No,3.7outof5,,400
1980s Games Cafe,0,No,3.4outof5,"Maggi, Pasta, Burgers, Sandwiches, Fries",400
Kadala Tarangaa,0,No,3.6outof5,"Sea Food, Neer Dosa",600
Namma Biryani,0,No,3.6outof5,,250
Nandhanu's Rasoi,0,No,3.0outof5,,400
Hotel Pork Paradise,0,No,3.7outof5,,300
As On Fire,0,No,3.5outof5,Pizza,400
J K Fish Land,0,No,3.6outof5,,300
Curry Leaves,0,No,4.1outof5,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",800
Lassi Shop,0,No,3.5outof5,,300
Magic Meals,0,No,3.7outof5,"Biryani, Thick Shakes, Fries",400
Desi Cream Junction,0,Yes,3.7outof5,Vegetarian,650
Drunken Monkey,0,No,3.8outof5,,400
Ruchi's Corner,0,No,2.7outof5,,200
Tandoori Bytes,0,No,3.6outof5,,700
Bangalore Donne Biriyani,0,No,3.2outof5,,300
SGS Non Veg - Gundu Pulav,0,No,3.8outof5,,400
Keventers,0,No,3.7outof5,,400
Sree Sagar,0,No,,,200
Navi Food Point,0,No,3.6outof5,,200
Shawarma Inc,0,No,3.1outof5,,250
The Cafe Nuts and Bolts,0,No,3.0outof5,,500
AM WOW,0,No,3.4outof5,,100
Lalbagh Grand,0,No,3.0outof5,,250
Funjabi Curries,0,No,2.9outof5,,500
Eat Repeat,0,No,3.9outof5,"Sweet Pongal, Curd Rice",150
Salut,0,Yes,4.1outof5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","1,200"
Nammura Donne Biriyani,0,No,3.5outof5,,400
Lassi Stop,0,No,3.4outof5,,150
Dakshin Kitchen,0,No,3.6outof5,,100
Sri Sai Cafe,0,No,3.5outof5,,200
Sri Sai 99 Variety Dosa,0,No,3.8outof5,,300
Utsav Restaurant,0,No,3.8outof5,,300
Crunch and Munch,0,No,3.7outof5,,300
Food Geek,0,No,3.8outof5,,350
Sri Krishna Aramane,0,No,3.7outof5,,200
Great Indian Rolls,0,No,3.3outof5,,100
Chats Point,0,No,3.4outof5,,150
Food Point,0,No,3.5outof5,,300
Swarga Ruchi,0,No,3.3outof5,,200
Kolkata King,0,No,3.4outof5,,300
Sandwich Mama's And Frozen Monster,0,No,3.8outof5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
New Rajadhani Spicy,0,No,3.7outof5,,700
Big Mishra Pedha,0,No,2.9outof5,,250
VEGeatz,0,No,3.4outof5,,200
Foodizo,0,No,3.6outof5,,300
Food Springs,0,No,4.0outof5,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll",400
Chung's Chinese Corner,0,No,3.9outof5,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",700
Eurasia Pasta and Barbeque by Little Italy,0,Yes,4.1outof5,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","1,200"
Goli Vada Pav No. 1,0,No,3.7outof5,"Masala Vada Pav, Cheese Vada Pav, Fries",200
Ragoo's,0,No,3.9outof5,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",800
Pure & Natural,0,No,3.9outof5,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500
Maiyas,0,No,4.0outof5,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",200
Sip n Dine,0,No,3.6outof5,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka",800
Cafe Mondo,0,No,3.7outof5,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",600
Jalpaan,0,Yes,4.0outof5,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900
Kataria's Pakwan,0,No,3.2outof5,"Paratha, Lassi, Manchurian, Thali",400
Juicy Momos,0,No,3.5outof5,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",250
Amande Patisserie,0,No,4.0outof5,"Macaroon, Mousse, Caramel Eclair",300
Anand Sweets and Savouries,0,No,3.9outof5,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori",400
Chicken Hunt,0,No,3.5outof5,Chicken Grill,350
Swadesh Tadka,0,No,3.5outof5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
Cane-O-La,0,No,3.8outof5,"Sugarcane Juice, Popcorn",100
New Biryani Mane,0,No,3.7outof5,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",450
Upahara Darshini,0,No,3.8outof5,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli",400
Karnataka Bhel House,0,No,4.1outof5,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
Sreeraj Lassi Bar,0,No,4.1outof5,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",150
Juice Junction Food Court,0,No,3.7outof5,,200
Bunt's Biriyani Palace,0,No,3.0outof5,"Neer Dosa, Sea Food, Pepper Chicken",400
Chai Point,0,No,3.2outof5,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250
Janahaar,0,No,3.8outof5,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100
Redberrys,0,No,4.0outof5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600
Utsav,0,No,3.7outof5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",200
Meat And Eat,0,No,3.1outof5,,500
Snacks Bite,0,No,3.0outof5,,400
The Spice Saga,0,No,3.7outof5,"Biryani, Chicken Grill, Butter Chicken",750
Dakshin Cafe,0,No,3.7outof5,,100
Mr. Parathewala,0,No,,,300
Kaulige Millet Corner,0,No,3.3outof5,,150
Ifruit Ice Cream,0,No,3.3outof5,,150
Havmor,0,No,3.8outof5,,200
Grand Food,0,No,3.4outof5,,250
Dining Hut,0,No,3.5outof5,,400
7 Hills Garden Restaurant,0,No,,,400
Desi Swaad,0,No,3.5outof5,,400
Yummy Momos,0,No,3.2outof5,,200
Masale Daan,0,No,3.1outof5,,350
Sri Manjunatha Tandoori Corner,0,No,,,300
Grow Fit,0,No,3.6outof5,,500
The House Of Vadapav,0,No,,,150
Cutcakes,0,No,,,300
Lassi Spot,0,No,3.3outof5,,100
Sandwich Hub,0,No,3.4outof5,,300
Healthy Bakes 'n' Brew,0,No,,,150
Udupi Sri Krishna Cafe,0,No,3.9outof5,,600
Starlite Bakery & Fastfood,0,No,3.7outof5,,300
Veganbreak24x7,0,No,2.8outof5,,199
Aadhya Hotel,0,No,3.3outof5,,800
Dodda Mane Baaduta,0,No,3.5outof5,,250
Swadd Kitchen,0,No,3.4outof5,,500
Nandini Milk Parlour and Restaurant,0,No,,,250
Happy Chopsticks,0,No,3.6outof5,,300
Sai Super Sandwich,0,No,NEW,,200
Right Pizza,0,No,NEW,,300
Udupi Upachar,0,No,3.3outof5,,500
Davanagere Benne Dose Hut,0,No,3.4outof5,,100
The Sip Shop,0,No,NEW,,200
Jalsa,0,Yes,4.1outof5,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800
Subz,0,Yes,4.2outof5,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","1,000"
Rajastani Rasoi,0,No,,,100
Sri Banashankari Upahara,0,No,NEW,,150
Cafe Shuffle,0,Yes,4.2outof5,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
Mint and Mustard,0,No,4.0outof5,"Paneer Tikka, Masala Papad, Garlic Naan",750
Chinese Square,0,No,3.9outof5,,200
Hyderabad Express,0,No,NEW,,300
Punjabi Raswada,0,Yes,3.5outof5,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800
Vinny's,0,Yes,4.2outof5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
Chetty's Corner,0,No,3.4outof5,,200
Kapoor's Cafe,0,No,4.2outof5,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",800
Donne Biryani & Kabab Corner,0,No,3.3outof5,,200
Sukh Sagar,0,No,3.8outof5,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450
S M V Snacks Corner,0,No,3.7outof5,,200
Andhra Ruchulu,0,Yes,4.1outof5,"Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","1,000"
The Samosa Co,0,No,,,200
Steaming Mugs,0,No,3.9outof5,"Fries, Oreo Shake, Pasta Arrabiata",700
San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
Rajathadri Food Fort,0,No,4.0outof5,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600
Brew Meister,0,Yes,4.1outof5,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","1,500"
Rasoi,0,No,3.3outof5,"Lassi, Panneer Butter Masala, Paratha, Thali",300
Mr. Singh Da Dhaba,0,No,3.6outof5,"Mughlai Paratha, Laccha Paratha, Rolls",300
Kababs N Biryani,0,No,3.4outof5,,200
Ayodhya Upachar,0,No,4.3outof5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
Biriyani Mane,0,No,3.8outof5,"Biryani, Chilli Chicken, Neer Dosa",400
Cafe Ajfan,0,No,4.2outof5,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700
Brundhavana Food Point,0,No,4.0outof5,Biryani,300
SLV Corner Restaurant,0,No,4.1outof5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550
Biryani Royals Garden,0,No,NEW,,500
Hotel New Karavali,0,No,3.8outof5,,300
The Krishna Grand,0,No,3.9outof5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
360 Atoms Restaurant And Cafe,0,No,3.1outof5,,400
Roti Ghar,0,No,3.9outof5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
The Coffee Shack,0,Yes,4.2outof5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",500
Multi Snacky Hub,0,No,NEW,,200
Kettle & Kegs,0,No,3.2outof5,,200
Baisakhi,0,No,3.8outof5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
Corner House Ice Cream,0,No,4.3outof5,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse",400
Poonam Sweets,0,No,4.4outof5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
XO Belgian Waffle,0,No,3.7outof5,,400
Old Mumbai Ice Cream,0,No,3.9outof5,Friendly Staff,150
Cake of the Day,0,No,3.7outof5,,150
Amma's Pastries,0,No,3.8outof5,,400
Kanti Sweets,0,No,4.0outof5,,400
Sugar Rush,0,No,3.8outof5,,300
Polar Bear,0,No,3.9outof5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
Anand Sweets and Savouries,0,No,3.7outof5,,400
Ibaco,0,No,3.9outof5,,300
Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
The Lassi and Juice Park,0,No,3.8outof5,,150
Stoned Monkey,0,No,4.3outof5,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu",500
Parimala Sweets,0,No,3.5outof5,,200
The Big O Bakes,0,No,4.0outof5,,300
Shree Mahalakshmi Sweets,0,No,3.2outof5,,100
Keventers,0,No,3.7outof5,,400
Dessert Rose,0,No,3.5outof5,,500
Thanco's Natural Ice Creams,0,No,3.2outof5,,300
Corner Stone,0,No,3.6outof5,,300
Kaggis,0,No,3.8outof5,,250
Cocoa Bakes,0,No,3.6outof5,,350
Floured-Baked With Love,0,No,3.8outof5,"Cup Cake, Chocolate Cake",400
CAFE NOVA,0,No,3.2outof5,,600
Cakes & Slices,0,No,3.5outof5,,300
Arun Ice Cream,0,No,3.4outof5,,150
Just Bake,0,No,3.4outof5,,400
Dharwad Line Bazaar Mishra Pedha,0,No,,,150
Cake Bite,0,No,,,300
Kwality Wall's Swirl's Happiness Station,0,No,2.9outof5,,200
Melting Melodies,0,No,NEW,,300
Sweet N Swirl,0,No,3.2outof5,,150
Me And My Cake,0,No,,,500
Mukesh Sweet Centre,0,No,,,300
Darkolates,0,No,,,200
Sai Super Sandwich,0,No,NEW,,200
Sweet Truth,0,No,3.9outof5,,500
Waffle-A-Go Go,0,No,3.9outof5,Waffles,400
Gopi Ice Creams,0,No,NEW,,100
Sri Venkateshwara Sweet Meat Stall,0,No,4.0outof5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
Baskin Robbins,0,No,3.7outof5,,250
Redberrys,0,No,4.0outof5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600
Amande Patisserie,0,No,4.0outof5,"Macaroon, Mousse, Caramel Eclair",300
Srinivasa Brahmins Bakery,0,No,3.6outof5,,150
Jain Bakes,0,No,3.6outof5,,250
Cake Ghar,0,No,3.8outof5,,400
KC Das - Sweet Spot,0,No,3.6outof5,,200
Sugar Stars Co,0,No,,,300
Diabetics Dezire Sugarless Sweets and Bakes,0,No,3.3outof5,,300
Cake Yard,0,No,3.3outof5,,250
Iceberg Icecreams,0,No,4.0outof5,,250
A2B Veg - Adyar Ananda Bhavan,0,No,2.7outof5,Masala Dosa,400
Bombay Kulfis,0,No,,,200
Sri Krishna Sweets,0,No,3.7outof5,,250
Cake Art,0,No,3.5outof5,,400
Cakecraft,0,No,,,350
Asha Sweets Centre,0,No,3.6outof5,,250
My Tea House,0,Yes,NEW,,500
The Krishna Grand,0,No,3.9outof5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
Sea Spice by 7 Star,0,Yes,4.0outof5,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","1,200"
Mini Punjabi Dhaba,0,No,4.2outof5,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",350
Onesta,0,Yes,4.6outof5,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",600
Wamama,0,Yes,4.2outof5,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",800
Jalsa,0,Yes,4.1outof5,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800
Vinny's,0,Yes,4.2outof5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
Jcubez,0,Yes,3.8outof5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries","1,300"
Gustoes Beer House,0,No,4.1outof5,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","1,200"
Penthouse Cafe,0,No,4.0outof5,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",700
Spice Elephant,0,No,4.1outof5,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",800
Smacznego,0,No,4.2outof5,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos",550
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,0,No,4.1outof5,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",500
Cafe Shuffle,0,Yes,4.2outof5,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
The Coffee Shack,0,Yes,4.2outof5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",500
Peppy Peppers,0,No,4.2outof5,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup",800
Anna Kuteera,0,No,4.0outof5,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa",450
Szechuan Dragon,0,No,4.2outof5,"Noodles, Momos, Veg Manchow Soup, Kung Pao Chicken, Chicken Lollipop, Chop Suey, Dragon Chicken",600
1947,0,Yes,4.0outof5,"Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup",850
Caf-Eleven,0,No,4.0outof5,"Sandwich, Omelette, Ice Tea, Virgin Mojito, Hot Chocolate, Pasta Arrabiata, Hazelnut Cappuccino",450
Thamboola,0,No,3.9outof5,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala",800
Ferment,0,No,NEW,,"1,000"
Havyaka Mess,0,No,3.9outof5,,300
San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
Cafe Vivacity,0,No,3.8outof5,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",650
Chung Wah,0,No,3.9outof5,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",900
Vietnamese Kitchen,0,No,3.6outof5,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",700
Blue Wings Bar & Restaurant,0,No,3.7outof5,,700
Anand Sweets and Savouries,0,No,3.7outof5,,400
Catch-up-ino,0,No,3.9outof5,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",800
Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
T3H Cafe,0,No,3.9outof5,"Cheese Maggi, Peri Peri Fries, Pasta Arrabiata",300
Srikrishna Bhavan,0,No,3.8outof5,"Roti, Masala Dosa",300
Dal Tadkaa,0,No,2.5outof5,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",500
360 Atoms Restaurant And Cafe,0,No,3.1outof5,,400
New Imperial Restaurant,0,No,3.7outof5,,450
The Vintage Cafe,0,No,3.0outof5,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea",400
Green Gardenia,0,No,3.8outof5,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti",700
Parimala Sweets,0,No,3.5outof5,,200
Vaishali Deluxe,0,No,3.8outof5,,700
Paradise Premium,0,No,3.1outof5,,700
Kadala Tarangaa,0,No,3.6outof5,"Sea Food, Neer Dosa",600
My Tea House,0,Yes,NEW,,500
Vi Ra's Bar and Restaurant,0,No,3.3outof5,Chilli Chicken,800
Annapooraneshwari Mess,0,No,,,200
Sri Yaksha Shiv Sagar,0,No,3.6outof5,,600
7 Hills Restaurant,0,No,,,500
Nandhini Deluxe,0,No,2.6outof5,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",600
Corner Stone,0,No,3.6outof5,,300
Karavali Fish Center,0,No,3.4outof5,,300
Ayda Persian Kitchen,0,No,3.7outof5,,950
J Spice,0,No,3.8outof5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",750
Swadesh Tadka,0,No,3.5outof5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
Iyer's Tiffin Centre,0,No,3.8outof5,"Kesari Bath, Masala Dosa",150
Kydz Adda,0,No,3.4outof5,,500
K27 - The Pub,0,No,3.1outof5,,"1,000"
Kotian Karavali Restaurant,0,No,3.5outof5,,300
Food Box Cafe,0,No,3.6outof5,,500
Hide Out Cafe,0,No,3.7outof5,,300
Linnet Bar & Restaurant,0,No,,,500
CAFE NOVA,0,No,3.2outof5,,600
Darbar,0,No,3.0outof5,"Paneer Tikka, Dal Kichadi, French Fries",800
Sri Ganesh Juice and Chats,0,No,3.5outof5,,150
Manifest Cafe,0,No,3.5outof5,,500
Beijing Bites,0,No,2.7outof5,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",850
Karavali Lunch Home,0,No,,,400
The Pizzeria,0,No,2.8outof5,Pesto Pizza,800
Sri Krishna Sagar,0,No,3.2outof5,,400
Lassi Stop,0,No,3.4outof5,,150
Banashankari Nati Style,0,No,,,350
Sea Green Cafe,0,No,3.3outof5,,500
Cafe Coffee Day,0,No,,,900
SLN Bar and Restaurant,0,No,,,700
Kaumudis Juoice,0,No,,,150
Parijatha Paradise,0,No,NEW,,500
As On Fire,0,No,3.5outof5,Pizza,400
Pizza Hut,0,No,3.7outof5,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",750
New Prashanth Hotel,0,No,3.9outof5,"Chicken Biryani, Ragi Mudde, Mutton Chops",650
Taaza Thindi,0,No,4.7outof5,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",100
Hyderabad Express,0,No,NEW,,300
Ayodhya Upachar,0,No,4.3outof5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
Petoo,0,No,3.7outof5,,450
Roving Feast,0,No,4.0outof5,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti",450
KFC,0,No,3.8outof5,"Burgers, French Fries",450
Five Star Chicken,0,No,3.6outof5,,200
Gama Gama,0,No,3.9outof5,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",200
Hotel New Karavali,0,No,3.8outof5,,300
Kaapi Corner,0,No,NEW,,100
McDonald's,0,No,3.9outof5,"Burgers, Fries, Hot Chocolate",500
Sri Laxmi Venkateshwara Coffee Bar,0,No,4.4outof5,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",100
Bhattara Bhojana,0,No,3.6outof5,,150
Davanagere Benne Dose Hut,0,No,3.4outof5,,100
Utsav Restaurant,0,No,3.8outof5,,300
Messy Bowl,0,No,3.8outof5,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi",500
Devanna Dum Biriyani Centre,0,No,3.6outof5,,300
Janahaar,0,No,3.8outof5,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100
Stop 'N' Joy,0,No,3.8outof5,,150
Dodda Mane Baaduta,0,No,3.5outof5,,250
Chickpet Donne Biryani House,0,No,3.8outof5,,250
Brahmin Cafe,0,No,3.8outof5,,150
Chumma Delicious,0,No,3.7outof5,Chicken Biryani,200
Udupi Upachar,0,No,3.3outof5,,500
Bengaluru Coffee House,0,No,4.1outof5,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli",300
Foodiction,0,No,2.8outof5,"Burgers, Lassi, Chicken Grill, Naan, Momos, Chicken Burger, Biryani",500
The Biryani Cafe,0,No,4.1outof5,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani",300
Spicy Tandoor,0,No,NEW,,150
Banashankari Donne Biriyani,0,No,3.8outof5,,300
Addhuri Udupi Bhojana,0,No,3.7outof5,Masala Dosa,300
Vasanth Vihar - Since 1965,0,No,3.6outof5,,150
Subway,0,No,3.7outof5,"Veggie Delight, Paneer Tikka, Salad",600
SGS Non Veg - Gundu Pulav,0,No,3.8outof5,,400
Udupi Ruchi Grand,0,No,4.2outof5,,200
Hotel Mangala,0,No,3.9outof5,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",250
Simple Thindies,0,No,3.5outof5,,200
Rolls On Wheels,0,No,3.4outof5,,300
Chilli Flakes,0,No,3.6outof5,,500
Kababs N Biryani,0,No,3.4outof5,,200
Udupi Ruchi,0,No,3.9outof5,,200
SLV Swadishta,0,No,3.8outof5,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",300
Kolbeh,0,No,3.7outof5,,500
Kolkata Kathi Roll's,0,No,3.6outof5,,250
Mylari Biryani Family Restaurant,0,No,3.7outof5,,400
Upahar Sagar,0,No,3.8outof5,Masala Dosa,350
